SeqName	Length	Description	GO IDs
FAGR_UCONN_13271	391	XP_030967284.1protein ALP1-like	GO:0046872
FAGR_UCONN_13272	236	XP_023924528.1uncharacterized protein LOC112035936	GO:0019441;GO:0004061;GO:0005576
FAGR_UCONN_13273	561	XP_050278794.1disease resistance protein Pik-2-like	GO:0006952;GO:0051707;GO:0043531
FAGR_UCONN_13274	714	XP_030965349.1CSC1-like protein At3g54510	GO:0098655;GO:0005227;GO:0043531;GO:0016020
FAGR_UCONN_13275	613	KAF3944802.1hypothetical protein CMV_028769	GO:0035435;GO:0005315;GO:0015293;GO:0016020
FAGR_UCONN_13276	619	POF08575.1lrr receptor-like serine/threonine-protein kinase efr	GO:0016310;GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_13277	343	POE64547.1annexin d4	GO:0006950;GO:0005509;GO:0005544;GO:0005737
FAGR_UCONN_13278	131	KAF3960299.1hypothetical protein CMV_014983	GO:0006749;GO:0042221;GO:0004364;GO:0005829
FAGR_UCONN_13279	284	"XP_050270592.1nudix hydrolase 13, mitochondrial"	GO:0006412;GO:0071805;GO:0003735;GO:0015079;GO:0016462;GO:0005634;GO:0005737;GO:0005840;GO:0005886
FAGR_UCONN_13280	358	XP_041008647.1protein FIP1	GO:0005765;GO:0005770
FAGR_UCONN_13281	516	KAF3949375.1hypothetical protein CMV_024744	GO:0008417;GO:0032580
FAGR_UCONN_13282	629	XP_030959798.1G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080	GO:0016310;GO:0048544;GO:0004674;GO:0005524;GO:0030246;GO:0106310;GO:0016020
FAGR_UCONN_13283	409	XP_038687574.1uncharacterized protein LOC119986957	GO:0045944;GO:0000978;GO:0000981;GO:0046983;GO:0005634
FAGR_UCONN_13284	232	KAE8008856.1hypothetical protein FH972_005329	GO:0010268;GO:0016125;GO:0016132;GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0005776;GO:0005874;GO:0016020
FAGR_UCONN_13285	335	KAG5237472.1anthranilate synthase	GO:0000162;GO:0004049
FAGR_UCONN_13286	818	KAH7549561.1hypothetical protein JRO89_XS13G0050100	GO:0005488
FAGR_UCONN_13287	349	GKU89231.1hypothetical protein SLEP1_g3397	
FAGR_UCONN_13288	539	XP_050265167.1probable glycosyltransferase At5g03795	GO:0016757;GO:0000139
FAGR_UCONN_13289	413	XP_041027915.1heterogeneous nuclear ribonucleoprotein Q isoform X1	GO:0015074;GO:0003676
FAGR_UCONN_13290	403	KAE7996886.1hypothetical protein FH972_001569	GO:0046474;GO:0008444;GO:0016020
FAGR_UCONN_13291	178	XP_050244992.1protein DETOXIFICATION 24-like	GO:1990961;GO:0015297;GO:0042910;GO:0016020
FAGR_UCONN_13292	317	"XP_050272725.1pentatricopeptide repeat-containing protein At2g17525, mitochondrial-like"	
FAGR_UCONN_13293	306	RVW48745.1Serine/threonine-protein phosphatase 7 long form-like	GO:0010073;GO:0048507;GO:0008270;GO:0046872
FAGR_UCONN_13294	228	KAF3962424.1hypothetical protein CMV_013061	GO:0006260;GO:0019985;GO:0000166;GO:0003677;GO:0003887;GO:0046872;GO:0051539;GO:0005634;GO:0016035
FAGR_UCONN_13295	395	KAF3976525.1hypothetical protein CMV_000299	GO:0016310;GO:0004672;GO:0005524
FAGR_UCONN_13296	287	"XP_018812363.1protein OSB2, chloroplastic-like"	GO:0006264;GO:0003697;GO:0042645
FAGR_UCONN_13297	358	XP_050271323.1WAT1-related protein At3g28050-like	GO:0055085;GO:0022857;GO:0005886
FAGR_UCONN_13298	221	XP_023924985.1uncharacterized protein LOC112036415	GO:0016020
FAGR_UCONN_13299	133	XP_030926043.1protein FAR1-RELATED SEQUENCE 5-like	
FAGR_UCONN_13300	344	XP_023903519.1RING-H2 finger protein ATL47-like	GO:0031625;GO:0016020
FAGR_UCONN_13301	196	POF09667.1putative serine/threonine-protein kinase receptor	GO:0004674;GO:0005524;GO:0016020
FAGR_UCONN_13302	514	XP_023914406.1putative transcription factor bHLH041 isoform X1	GO:0046983;GO:0005634
FAGR_UCONN_13303	484	KAF3971304.1hypothetical protein CMV_005091	GO:0034219;GO:0051119;GO:0016020
FAGR_UCONN_13304	322	XP_023888259.1uncharacterized protein LOC112000376	GO:0005509
FAGR_UCONN_13305	368	KAG5557927.1hypothetical protein RHGRI_007993	GO:0015074;GO:0003676
FAGR_UCONN_13306	590	RVW76592.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676;GO:0016020
FAGR_UCONN_13307	173	XP_017416454.1PREDICTED: protein FAR-RED IMPAIRED RESPONSE 1-like	GO:0006355;GO:0008270;GO:0046872;GO:0005634
FAGR_UCONN_13308	509	XP_050276063.1uncharacterized protein LOC126718064 isoform X1	
FAGR_UCONN_13309	324	XP_023929403.1cytochrome P450 81D11-like	GO:0004497;GO:0005506;GO:0016705;GO:0020037
FAGR_UCONN_13310	46	RVX00626.1Alanine--tRNA ligase	GO:0006412;GO:0006419;GO:0043039;GO:0070143;GO:0106074;GO:0000049;GO:0000166;GO:0002161;GO:0003676;GO:0003723;GO:0004812;GO:0004813;GO:0005524;GO:0008270;GO:0016874;GO:0046872;GO:0005737;GO:0005739;GO:0009507
FAGR_UCONN_13311	166	XP_050281502.1TMV resistance protein N-like	GO:0050896
FAGR_UCONN_13312	729	XP_050244821.1probable galactinol--sucrose galactosyltransferase 2	GO:0016740;GO:0052692
FAGR_UCONN_13313	370	XP_030952041.1nuclear transcription factor Y subunit A-1	GO:0006357;GO:0000981;GO:0003677;GO:0016602
FAGR_UCONN_13314	307	XP_023926937.1E3 ubiquitin-protein ligase SINAT2	GO:0006511;GO:0016567;GO:0008270;GO:0016874;GO:0061630;GO:0005737
FAGR_UCONN_13315	190	KAF3972593.1hypothetical protein CMV_003915	GO:0009535
FAGR_UCONN_13316	894	"GAV67225.1zf-CCHC domain-containing protein/rve domain-containing protein/RVT_2 domain-containing protein/gag_pre-integrs domain-containing protein/UBN2_2 domain-containing protein, partial"	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_13317	310	XP_050241815.1UV-stimulated scaffold protein A homolog	GO:0006283;GO:0006511;GO:0009411;GO:0016567;GO:0000993;GO:0008270;GO:0016740;GO:0005694;GO:0005737
FAGR_UCONN_13318	141	KAA8522353.1hypothetical protein F0562_013286	GO:0015074;GO:0000166;GO:0003676;GO:0004843
FAGR_UCONN_13319	145	POE79256.1xyloglucan endotransglucosylase/hydrolase 2	GO:0010411;GO:0042546;GO:0071555;GO:0004553;GO:0016762;GO:0048046
FAGR_UCONN_13320	246	XP_030959841.160S ribosomal protein L7-1-like	GO:0000463;GO:0003723;GO:0003735;GO:0022625
FAGR_UCONN_13321	470	KAG7995370.1hypothetical protein I3843_01G105700	GO:0005975;GO:0042973
FAGR_UCONN_13322	784	XP_023883268.1uncharacterized protein LOC111995588	GO:0003677;GO:0046872;GO:0046983;GO:0005634
FAGR_UCONN_13323	701	KAG7953211.1hypothetical protein I3843_12G098400	GO:0006351;GO:0001055;GO:0005488;GO:0005665
FAGR_UCONN_13324	571	XP_007030544.1PREDICTED: probable prefoldin subunit 4	GO:0006457;GO:0009409;GO:0051082;GO:0005737;GO:0016272
FAGR_UCONN_13325	145	XP_040985792.1protein LOL1	GO:0005634
FAGR_UCONN_13326	1035	KAE8010366.1hypothetical protein FH972_006741	GO:0006886;GO:0090110;GO:0000149;GO:0008270;GO:0030127;GO:0070971
FAGR_UCONN_13327	171	XP_023872139.1cucumber peeling cupredoxin-like	GO:0022900;GO:0009055;GO:0016020
FAGR_UCONN_13328	396	XP_023913124.1G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 isoform X1	GO:0016310;GO:0048544;GO:0004674;GO:0005524;GO:0016020
FAGR_UCONN_13329	256	KAG6680528.1hypothetical protein I3842_13G047000	GO:0022900;GO:0004128;GO:0016020
FAGR_UCONN_13330	244	XP_030949027.1uncharacterized protein LOC115972951	GO:0006355
FAGR_UCONN_13331	436	XP_023913372.1shikimate O-hydroxycinnamoyltransferase	GO:0009836;GO:0016747;GO:0016020
FAGR_UCONN_13332	267	"GAV88942.1UBN2 domain-containing protein, partial"	GO:0005488
FAGR_UCONN_13333	331	XP_050253331.1growth-regulating factor 4-like	GO:0006355;GO:0007017;GO:0099402;GO:0005524;GO:0005525;GO:0005634;GO:0005874
FAGR_UCONN_13334	116	XP_030973569.1bet1-like protein At4g14600	GO:0015031;GO:0005794;GO:0016020
FAGR_UCONN_13335	569	KAF3966282.1hypothetical protein CMV_009599	GO:0042545;GO:0045490;GO:0030599;GO:0045330;GO:0046910;GO:0005576;GO:0016020
FAGR_UCONN_13336	161	XP_023928873.1O-acyltransferase WSD1-like	GO:0009836;GO:0019432;GO:0004144;GO:0005886
FAGR_UCONN_13337	770	XP_023870613.1glutamic acid-rich protein-like	
FAGR_UCONN_13338	92	KAF3956483.1hypothetical protein CMV_018390	GO:0006810
FAGR_UCONN_13339	155	XP_030945775.1uncharacterized protein LOC115970250	
FAGR_UCONN_13340	290	KAF3971437.1hypothetical protein CMV_004964	GO:0034470;GO:1902555;GO:1990904
FAGR_UCONN_13341	179	KAF3950220.1hypothetical protein CMV_023994	GO:0016020
FAGR_UCONN_13342	269	XP_050247039.1uncharacterized protein LOC126694689 isoform X1	GO:0003824
FAGR_UCONN_13343	227	"XP_023924922.1probable UDP-3-O-acylglucosamine N-acyltransferase 2, mitochondrial"	GO:0009245;GO:0016410
FAGR_UCONN_13344	253	POE69014.1hypothetical protein CFP56_75264	
FAGR_UCONN_13345	562	POF09693.1protein ntm1-like 9	GO:0006355;GO:0003677;GO:0016020
FAGR_UCONN_13346	335	XP_023907611.1UDP-rhamnose/UDP-galactose transporter 6	GO:0072334;GO:0005459;GO:0015297;GO:0005794;GO:0016020
FAGR_UCONN_13347	185	KAH7574126.1hypothetical protein JRO89_XS03G0255300	
FAGR_UCONN_13348	280	XP_023880259.1piezo-type mechanosensitive ion channel homolog	GO:0042391;GO:0050982;GO:0071260;GO:0098655;GO:0005261;GO:0008381;GO:0016020
FAGR_UCONN_13349	596	XP_030953055.1BTB/POZ domain and ankyrin repeat-containing protein NPR1-like	GO:0001666;GO:0009408;GO:0009611;GO:0009625;GO:0009682;GO:0009862;GO:0010112;GO:0016567;GO:0031348;GO:0045893;GO:0050832;GO:0080027;GO:0106167;GO:2000022;GO:2000031;GO:0005737;GO:0090575
FAGR_UCONN_13350	124	XP_023910251.1uncharacterized protein LOC112021917	GO:0016310;GO:0016301
FAGR_UCONN_13351	77	XP_030961759.1protein NOI4 isoform X5	GO:0005886
FAGR_UCONN_13352	677	XP_050249915.1probable leucine-rich repeat receptor-like protein kinase At5g63930	GO:0016310;GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_13353	1053	KAH9649398.1Endonuclease	
FAGR_UCONN_13354	1277	RVW23445.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_13355	365	XP_023906256.1peptidyl-prolyl cis-trans isomerase FKBP42 isoform X1	GO:0003755
FAGR_UCONN_13356	331	XP_030933337.1probable disease resistance protein At5g66900	GO:0050832;GO:0043531
FAGR_UCONN_13357	249	XP_023913170.1chloroplast envelope quinone oxidoreductase homolog isoform X1	GO:0016491
FAGR_UCONN_13358	66	XP_011460723.1PREDICTED: molybdenum cofactor sulfurase isoform X2	GO:0006777;GO:0032787;GO:0003824;GO:0008265;GO:0016740;GO:0016829;GO:0030151;GO:0030170;GO:0046872;GO:0102867;GO:0016020
FAGR_UCONN_13359	824	KAF3971955.1hypothetical protein CMV_004501	GO:0016020
FAGR_UCONN_13360	180	XP_030961036.1peroxidase 5-like	GO:0006979;GO:0042744;GO:0098869;GO:0004601;GO:0020037;GO:0046872;GO:0005576
FAGR_UCONN_13361	163	XP_023871383.1uncharacterized protein LOC111983972	GO:0009855;GO:0010087;GO:0010305;GO:0010588;GO:0140964;GO:0005783;GO:0016020
FAGR_UCONN_13362	144	XP_023927897.1rop guanine nucleotide exchange factor 14	GO:0080092;GO:0003723;GO:0005085;GO:0005886
FAGR_UCONN_13363	110	XP_023880748.1V-type proton ATPase subunit G3-like isoform X1	GO:1902600;GO:0046961;GO:0016471
FAGR_UCONN_13364	276	KAB1208678.1Histidine kinase 2	GO:0000160;GO:0009736;GO:0016310;GO:0048856;GO:0000155;GO:0046872;GO:0016020
FAGR_UCONN_13365	382	KAF3969332.1hypothetical protein CMV_006865	GO:0003677;GO:0005634
FAGR_UCONN_13366	300	XP_050243884.1clathrin light chain 2-like	GO:0006886;GO:0072583;GO:0005198;GO:0032050;GO:0030130;GO:0030132
FAGR_UCONN_13367	304	XP_023895211.1esterase-like	GO:0016788
FAGR_UCONN_13368	172	KAF3948938.1hypothetical protein CMV_025124	GO:0016310;GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_13369	234	XP_050246925.1NEP1-interacting protein-like 1	GO:0016020
FAGR_UCONN_13370	767	XP_023901434.1uncharacterized protein LOC112013267	GO:0006278;GO:0003676;GO:0003964;GO:0004523;GO:0008270
FAGR_UCONN_13371	1243	"XP_023927306.1isoleucine--tRNA ligase, cytoplasmic"	GO:0006428;GO:0009791;GO:0048608;GO:0106074;GO:0000049;GO:0002161;GO:0004822;GO:0005524
FAGR_UCONN_13372	214	POE85279.1glutamate receptor 2.7	GO:0006811;GO:0009987
FAGR_UCONN_13373	669	"XP_042980087.1uncharacterized protein LOC122310269, partial"	
FAGR_UCONN_13374	337	XP_050252264.1uncharacterized protein LOC126698826 isoform X1	GO:0007165;GO:0003676;GO:0008270;GO:0019888;GO:0000159
FAGR_UCONN_13375	149	KAG6719387.1hypothetical protein I3842_03G003000	GO:0016310;GO:0004674;GO:0005524;GO:0016020
FAGR_UCONN_13376	422	"XP_030971101.1APO protein 3, mitochondrial"	GO:0003723
FAGR_UCONN_13377	154	KAF3952667.1hypothetical protein CMV_021804	GO:0005524;GO:0016887;GO:0016020
FAGR_UCONN_13378	1044	KAF3972423.1hypothetical protein CMV_004070	GO:0006355;GO:0009734;GO:0003677;GO:0005634
FAGR_UCONN_13379	250	KAF3967819.1hypothetical protein CMV_008221	GO:0009072;GO:0003868;GO:0046872
FAGR_UCONN_13380	695	XP_023892814.1laccase-17-like	GO:0046274;GO:0005507;GO:0052716;GO:0016020;GO:0048046
FAGR_UCONN_13381	323	KAF3956775.1hypothetical protein CMV_018138	GO:0016567;GO:0016740;GO:0046872;GO:0140096
FAGR_UCONN_13382	527	KAF3970411.1hypothetical protein CMV_005888	
FAGR_UCONN_13383	557	XP_030937554.1berberine bridge enzyme-like 21	GO:0016491;GO:0071949
FAGR_UCONN_13384	342	XP_023899813.1uncharacterized protein LOC112011695	
FAGR_UCONN_13385	214	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0015074;GO:0003676
FAGR_UCONN_13386	1775	XP_017976528.1PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC18608565	GO:0006310;GO:0015074;GO:0071897;GO:0003676;GO:0003723;GO:0003887;GO:0004523;GO:0046872;GO:0005634;GO:0016020
FAGR_UCONN_13387	69	KAH8511066.1hypothetical protein H0E87_008562	GO:0030488;GO:0000049;GO:0008173
FAGR_UCONN_13388	708	XP_050251790.1uncharacterized protein LOC126698534	GO:0046983
FAGR_UCONN_13389	907	"XP_041012965.1uncharacterized protein LOC121256286, partial"	
FAGR_UCONN_13390	514	XP_050280444.1uncharacterized protein LOC126721452 isoform X1	GO:0006508;GO:0008233
FAGR_UCONN_13391	924	XP_030955483.1dynamin-2A isoform X1	GO:0003924;GO:0005525;GO:0008017;GO:0005737;GO:0005874;GO:0016020
FAGR_UCONN_13392	830	XP_050240348.1uncharacterized protein LOC126689262	GO:0016020
FAGR_UCONN_13393	398	XP_023884048.1uncharacterized protein LOC111996320	
FAGR_UCONN_13394	150	RVW59773.1Organic cation/carnitine transporter 7	GO:0006817;GO:0050896;GO:0055085;GO:2001142;GO:2001143;GO:0090416;GO:0090417;GO:0005886
FAGR_UCONN_13395	256	XP_050251654.1zinc finger protein CONSTANS-LIKE 3 isoform X2	GO:0009909;GO:0005634
FAGR_UCONN_13396	609	XP_050269857.1probable translation initiation factor eIF-2B subunit delta	GO:0009987
FAGR_UCONN_13397	436	XP_050272733.1COBRA-like protein 6	GO:0010215;GO:0052324;GO:0030246;GO:0016020
FAGR_UCONN_13398	966	XP_030975664.1chromosome transmission fidelity protein 18 homolog isoform X1	GO:0005524;GO:0016887
FAGR_UCONN_13399	365	XP_023920467.1zinc-finger homeodomain protein 2-like	GO:0006355;GO:0000976;GO:0003677;GO:0003700;GO:0005634
FAGR_UCONN_13400	623	XP_023916743.1probable LRR receptor-like serine/threonine-protein kinase At1g05700	GO:0016310;GO:0004674;GO:0005524;GO:0016020
FAGR_UCONN_13401	746	XP_050259189.1uncharacterized protein LOC126704212	
FAGR_UCONN_13402	353	KAF3962435.1hypothetical protein CMV_013048	GO:0046872;GO:0005794;GO:0016020
FAGR_UCONN_13403	728	XP_023893441.1cell division control protein 48 homolog C	GO:0042254;GO:0051301;GO:0005524;GO:0016887;GO:1990275;GO:0005634
FAGR_UCONN_13404	933	XP_031266556.1G-type lectin S-receptor-like serine/threonine-protein kinase RLK1	GO:0016301
FAGR_UCONN_13405	272	XP_050285694.1inorganic pyrophosphatase 1-like	GO:0016791;GO:0046872
FAGR_UCONN_13406	294	XP_023876848.1homeobox protein HD1	GO:0006357;GO:0000981;GO:0003677;GO:0005634
FAGR_UCONN_13407	195	RVW62830.1putative mitochondrial protein	GO:0015074;GO:0003676
FAGR_UCONN_13408	396	XP_023876152.1putative metallophosphoesterase At3g03305	GO:0016787;GO:0016020
FAGR_UCONN_13409	327	XP_023872565.1rhomboid-like protein 19	GO:0006890;GO:0005794;GO:0016020
FAGR_UCONN_13410	233	KAF3969276.1hypothetical protein CMV_006920	GO:0006368;GO:0070449
FAGR_UCONN_13411	439	XP_050240886.1probable pectinesterase/pectinesterase inhibitor 21	GO:0016787
FAGR_UCONN_13412	1103	KAE7997313.1hypothetical protein FH972_001958	GO:0006355;GO:0009791;GO:0048367;GO:0048608
FAGR_UCONN_13413	525	KAF3974106.1hypothetical protein CMV_002533	GO:0010087;GO:0016567;GO:0031145;GO:0032875;GO:0045842;GO:0051301;GO:0005680;GO:0005737
FAGR_UCONN_13414	377	POE97931.1abc transporter c family member 10	GO:0055085;GO:0005524;GO:0016887;GO:0140359;GO:0016020
FAGR_UCONN_13415	836	XP_030957305.1formin-like protein 4	GO:0030036;GO:0003779
FAGR_UCONN_13416	449	KAF3960580.1hypothetical protein CMV_014720	GO:0016310;GO:0004672;GO:0005524;GO:0005886
FAGR_UCONN_13417	201	XP_050278447.1uncharacterized protein LOC126720005	
FAGR_UCONN_13418	200	KAE8038299.1hypothetical protein FH972_010824	
FAGR_UCONN_13419	443	XP_041002173.1aromatic aminotransferase ISS1	GO:0006555;GO:0009641;GO:0010366;GO:1901997;GO:0010326;GO:0030170;GO:0005737
FAGR_UCONN_13420	302	KAF3957343.1hypothetical protein CMV_017637	GO:0044772;GO:0051301;GO:0016538;GO:0000307;GO:0005634;GO:0005737
FAGR_UCONN_13421	260	XP_050255152.1uncharacterized protein LOC126701052	
FAGR_UCONN_13422	402	POF00522.1isoform 1s of mitogen-activated protein kinase kinase kinase anp1	GO:0009987;GO:0000166;GO:0004672
FAGR_UCONN_13423	332	XP_023927817.1peroxidase 46 isoform X1	GO:0006397;GO:0006979;GO:0042744;GO:0098869;GO:0008419;GO:0020037;GO:0046872;GO:0140825;GO:0005576;GO:0005634;GO:0009505
FAGR_UCONN_13424	103	KAH0992722.1hypothetical protein GBA52_004205	GO:0006811;GO:0006821;GO:0055085;GO:1902476;GO:0005247;GO:0016020
FAGR_UCONN_13425	443	XP_050251821.1heterogeneous nuclear ribonucleoprotein 1-like	GO:0003723;GO:1990904
FAGR_UCONN_13426	475	KAF3952666.1hypothetical protein CMV_021803	GO:0006817;GO:0055085;GO:0022857;GO:0016020
FAGR_UCONN_13427	461	XP_050244177.1receptor-like protein kinase FERONIA	GO:0004672
FAGR_UCONN_13428	261	XP_050291598.1salicylic acid-binding protein 2-like	GO:0009694;GO:0009696;GO:0080030;GO:0080031;GO:0080032
FAGR_UCONN_13429	209	KAG2676233.1hypothetical protein I3760_12G043000	GO:0006635;GO:0016558;GO:0016567;GO:0005524;GO:0061631;GO:0005634
FAGR_UCONN_13430	854	KAF3971041.1hypothetical protein CMV_005320	GO:0001510;GO:0006396;GO:0003723;GO:0008173;GO:0008757;GO:0046872
FAGR_UCONN_13431	199	XP_023893753.1GTP-binding protein SAR1A-like	GO:0006810;GO:0009987;GO:0110165
FAGR_UCONN_13432	613	XP_030975644.1uncharacterized WD repeat-containing protein C17D11.16-like	GO:0006364;GO:0005634
FAGR_UCONN_13433	1313	TQE01264.1hypothetical protein C1H46_013171	GO:0015074;GO:0003676;GO:0008194;GO:0008270;GO:0016740;GO:0016020
FAGR_UCONN_13434	401	XP_040991066.1probable serine/threonine-protein kinase PBL5 isoform X2	GO:0016310;GO:0004672;GO:0004713;GO:0005524;GO:0016301;GO:0005886
FAGR_UCONN_13435	233	KAF3942890.1hypothetical protein CMV_030498	GO:0006880;GO:0030026;GO:0034755;GO:0071421;GO:0005381;GO:0005384;GO:0016020
FAGR_UCONN_13436	256	XP_050255445.1uncharacterized protein LOC126701407 isoform X2	
FAGR_UCONN_13437	251	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_13438	536	XP_023914748.1DEAD-box ATP-dependent RNA helicase 57-like	GO:0030490;GO:0003676;GO:0003724;GO:0005524;GO:0016787
FAGR_UCONN_13439	240	XP_030929152.1agamous-like MADS-box protein MADS3 isoform X2	GO:0045944;GO:0000978;GO:0000981;GO:0046983;GO:0005634
FAGR_UCONN_13440	324	XP_030933245.1metal tolerance protein 1-like isoform X2	GO:0071577;GO:0005385;GO:0005773;GO:0005886
FAGR_UCONN_13441	585	XP_023910036.1disease resistance protein RGA2-like	GO:0006952;GO:0051707;GO:0043531
FAGR_UCONN_13442	517	XP_030966092.1DEAD-box ATP-dependent RNA helicase 36	GO:0006364;GO:0003676;GO:0003724;GO:0005524;GO:0016787;GO:0005634
FAGR_UCONN_13443	334	XP_023927456.1uncharacterized protein LOC112038835 isoform X1	GO:0032543;GO:0003735;GO:0005739
FAGR_UCONN_13444	463	XP_050269219.1protein NRT1/ PTR FAMILY 5.10-like isoform X2	GO:0042938;GO:0055085;GO:0035673;GO:0016020
FAGR_UCONN_13445	207	XP_030935464.1tubulin-folding cofactor E	GO:0000226;GO:0000398;GO:0007021;GO:0007023;GO:0009793;GO:0030620;GO:0043014;GO:0005737
FAGR_UCONN_13446	517	KAF3948504.1hypothetical protein CMV_025510	GO:0004499;GO:0050660;GO:0050661
FAGR_UCONN_13447	980	XP_050292322.1kinesin-like protein KIN-7G isoform X1	GO:0007018;GO:0003777;GO:0005524;GO:0008017;GO:0005874
FAGR_UCONN_13448	123	"AAL50316.1ultraviolet-B-repressible rubisco activase, partial"	GO:0000166;GO:0005524;GO:0016887;GO:0046863;GO:0009507;GO:0009536;GO:0009570
FAGR_UCONN_13449	255	XP_023886012.1uncharacterized protein LOC111998143	
FAGR_UCONN_13450	369	XP_030974915.1ubiquitin carboxyl-terminal hydrolase 3	GO:0004843;GO:0005634;GO:0005829
FAGR_UCONN_13451	1200	KAF3975081.1hypothetical protein CMV_001653	GO:0009910;GO:0045892
FAGR_UCONN_13452	381	XP_023929628.1E3 ubiquitin-protein ligase SIS3	GO:0010182;GO:0004842;GO:0016020
FAGR_UCONN_13453	416	XP_030963098.1isocitrate dehydrogenase [NADP]-like	GO:0006099;GO:0006102;GO:0006739;GO:0000287;GO:0004450;GO:0051287;GO:0005739
